2017-04-02 21:00:26,658:Key.down
2017-04-02 21:00:27,157:Key.down
2017-04-02 21:00:27,189:Key.down
2017-04-02 21:00:27,220:Key.down
2017-04-02 21:00:27,251:Key.down
2017-04-02 21:00:27,282:Key.down
2017-04-02 21:00:27,329:Key.down
2017-04-02 21:00:27,360:Key.down
2017-04-02 21:00:27,392:Key.down
2017-04-02 21:00:27,423:Key.down
2017-04-02 21:00:27,454:Key.down
2017-04-02 21:00:27,485:Key.down
2017-04-02 21:00:27,532:Key.down
2017-04-02 21:00:27,563:Key.down
2017-04-02 21:00:27,594:Key.down
2017-04-02 21:00:27,626:Key.down
2017-04-02 21:00:27,657:Key.down
2017-04-02 21:00:27,688:Key.down
2017-04-02 21:00:27,735:Key.down
2017-04-02 21:00:27,766:Key.down
2017-04-02 21:00:27,906:Key.up
2017-04-02 21:00:28,421:Key.up
2017-04-02 21:00:28,452:Key.up
2017-04-02 21:00:28,484:Key.up
2017-04-02 21:00:28,515:Key.up
2017-04-02 21:00:28,546:Key.up
2017-04-02 21:00:28,593:Key.up
2017-04-02 21:00:28,624:Key.up
2017-04-02 21:00:28,655:Key.up
2017-04-02 21:00:28,686:Key.up
2017-04-02 21:00:28,718:Key.up
2017-04-02 21:00:28,764:Key.up
2017-04-02 21:00:28,796:Key.up
2017-04-02 21:00:28,827:Key.up
2017-04-02 21:00:28,858:Key.up
2017-04-02 21:00:28,889:Key.up
2017-04-02 21:00:28,936:Key.up
2017-04-02 21:00:28,967:Key.up
2017-04-02 21:00:28,998:Key.up
2017-04-02 21:00:29,030:Key.up
2017-04-02 21:00:29,061:Key.up
2017-04-02 21:00:29,310:Key.down
2017-04-02 21:00:29,529:Key.down
2017-04-02 21:00:29,716:Key.down
2017-04-02 21:00:29,903:Key.down
2017-04-02 21:00:30,091:Key.down
2017-04-02 21:00:30,278:Key.down
2017-04-02 21:00:30,481:Key.down
2017-04-02 21:00:30,652:Key.down
2017-04-02 21:00:30,871:Key.down
2017-04-02 21:00:31,089:Key.down
2017-04-02 21:00:31,307:Key.down
2017-04-02 21:00:31,526:Key.down
2017-04-02 21:00:31,744:Key.down
2017-04-02 21:00:31,963:Key.down
2017-04-02 21:00:37,142:'o'
2017-04-02 21:00:37,236:'k'
2017-04-02 21:00:37,579:Key.enter
2017-04-02 21:00:39,376:'f'
2017-04-02 21:00:39,579:'i'
2017-04-02 21:00:39,813:'l'
2017-04-02 21:00:39,938:'e'
2017-04-02 21:00:42,449:'i'
2017-04-02 21:00:42,878:'j'
2017-04-02 21:00:42,938:'b'
2017-04-02 21:00:42,978:'d'
2017-04-02 21:00:43,018:'f'
2017-04-02 21:00:43,048:'k'
2017-04-02 21:00:43,068:'j'
2017-04-02 21:00:43,088:'d'
2017-04-02 21:00:43,128:'s'
2017-04-02 21:00:43,228:'b'
2017-04-02 21:00:43,308:'k'
2017-04-02 21:00:43,338:'j'
2017-04-02 21:00:43,468:'s'
2017-04-02 21:00:43,654:'k'
2017-04-02 21:00:43,732:'n'
2017-04-02 21:00:43,732:'j'
2017-04-02 21:00:43,794:'a'
2017-04-02 21:00:43,810:'s'
2017-04-02 21:00:43,810:'k'
2017-04-02 21:00:43,950:'d'
2017-04-02 21:02:06,454:Key.ctrl_l
2017-04-02 21:02:06,454:'\x01'
2017-04-02 21:02:06,860:Key.ctrl_l
2017-04-02 21:02:06,860:'\x03'
2017-04-02 21:02:07,078:Key.ctrl_l
2017-04-02 21:02:07,078:'\x03'
